Crop,Season,Area,Fertilizer,Temperature,rainfall,yeild
tapioca,whole year,307.0,31.0,20.0,240.0,48.18
tobacco,whole year,292.0,29.0,16.0,240.0,7.67
urad,kharif,28.0,2.0,32.0,240.0,10.36
urad,rabi,36.0,3.0,27.0,240.0,6.39
arhar/tur,kharif,7000.0,714.0,34.0,153.0,7.14
bajra,kharif,1500.0,153.0,31.0,153.0,6.67
barley,rabi,4000.0,408.0,20.0,153.0,20.0
cotton lint,kharif,400.0,40.0,18.0,153.0,10.0
gram,rabi,1000.0,102.0,22.0,153.0,10.0
groundnut,kharif,500.0,51.0,39.0,153.0,11.0
groundnut,rabi,1390.0,141.0,26.0,153.0,12.3
jowar,kharif,1500.0,153.0,21.0,153.0,8.0
jute,kharif,300.0,30.0,18.0,153.0,10.0
moong green gram,kharif,3000.0,306.0,33.0,153.0,6.67
peas and beans  pulses,kharif,1900.0,194.0,40.0,153.0,8.16
peas and beans  pulses,rabi,8000.0,817.0,29.0,153.0,10.0
rice,rabi,1500.0,153.0,40.0,153.0,13.33
sesamum,kharif,2420.0,247.0,22.0,153.0,7.89
sesamum,rabi,7580.0,774.0,23.0,153.0,8.03
sunflower,kharif,730.0,74.0,31.0,153.0,11.23
sunflower,rabi,900.0,91.0,22.0,153.0,12.56
wheat,rabi,6000.0,612.0,19.0,153.0,20.58
arhar/tur,rabi,290.0,29.0,37.0,167.0,5.52
bajra,kharif,4010.0,409.0,24.0,167.0,5.66
castor seed,kharif,8670.0,885.0,35.0,167.0,4.97
castor seed,rabi,9220.0,941.0,20.0,167.0,5.44
garlic,whole year,8950.0,914.0,17.0,167.0,31.6
masoor,rabi,8790.0,897.0,37.0,167.0,3.7
safflower,rabi,3950.0,403.0,33.0,167.0,5.54
sunflower,kharif,460.0,46.0,32.0,167.0,4.35
sunflower,rabi,8940.0,913.0,24.0,167.0,7.66
tobacco,whole year,5680.0,580.0,29.0,167.0,6.3
wheat,rabi,6976.0,712.0,39.0,167.0,15.14
arhar/tur,kharif,9200.0,939.0,28.0,47.0,8.59
gram,rabi,7100.0,725.0,25.0,47.0,8.73
groundnut,kharif,400.0,40.0,24.0,47.0,10.0
linseed,rabi,300.0,30.0,20.0,47.0,10.0
masoor,rabi,4300.0,439.0,32.0,47.0,6.98
moth,kharif,300.0,30.0,25.0,47.0,10.0
rapeseed andmustard,rabi,5000.0,510.0,25.0,47.0,13.0
sunflower,kharif,6607.0,674.0,22.0,48.0,12.91
cotton lint,kharif,4512.0,460.0,31.0,84.0,10.13
moth,kharif,339.0,34.0,22.0,84.0,3.89
rice,summer,2829.0,288.0,18.0,84.0,23.83
sunflower,kharif,5496.0,561.0,39.0,84.0,19.3
turmeric,whole year,1419.0,144.0,21.0,84.0,17.92
arhar/tur,kharif,1934.0,197.0,37.0,154.0,5.44
bajra,kharif,44.0,4.0,20.0,154.0,12.95
gram,rabi,1259.0,128.0,36.0,154.0,6.89
groundnut,kharif,1136.0,116.0,28.0,154.0,8.93
horse-gram,kharif,7781.0,794.0,15.0,154.0,4.42
linseed,rabi,15.0,1.0,39.0,154.0,4.0
maize,rabi,125.0,12.0,38.0,154.0,14.64
moong green gram,kharif,67.0,6.0,38.0,154.0,4.78
moong green gram,rabi,59.0,6.0,22.0,154.0,2.71
moth,kharif,11.0,1.0,23.0,154.0,3.64
onion,whole year,1642.0,167.0,28.0,154.0,49.26
peas and beans  pulses,rabi,3251.0,332.0,15.0,154.0,7.29
rice,rabi,3761.0,384.0,28.0,154.0,31.52
sesamum,kharif,2327.0,237.0,31.0,154.0,1.72
sunflower,kharif,47.0,4.0,33.0,154.0,9.79
turmeric,whole year,45.0,4.0,17.0,154.0,21.56
urad,rabi,992.0,101.0,27.0,154.0,3.73
bajra,kharif,1018.0,96.0,28.0,110.0,10.29
castor seed,kharif,316.0,29.0,17.0,110.0,9.87
coriander,whole year,2190.0,207.0,36.0,110.0,6.51
dry chillies,whole year,3420.0,323.0,37.0,110.0,6.73
garlic,whole year,2221.0,210.0,33.0,110.0,14.77
ginger,whole year,394.0,37.0,28.0,110.0,14.82
groundnut,kharif,371.0,35.0,40.0,110.0,4.93
jowar,kharif,4402.0,416.0,28.0,110.0,10.1
safflower,rabi,162.0,15.0,17.0,110.0,8.15
sannhamp,whole year,4235.0,400.0,27.0,110.0,7.11
sesamum,kharif,3785.0,358.0,17.0,110.0,7.2
small millets,kharif,6522.0,617.0,37.0,110.0,7.57
turmeric,whole year,2927.0,277.0,17.0,110.0,9.88
bajra,kharif,66.0,6.0,36.0,100.0,3.94
barley,rabi,4017.0,380.0,33.0,100.0,7.83
castor seed,kharif,74.0,7.0,25.0,100.0,2.84
coriander,whole year,3755.0,355.0,25.0,100.0,2.58
cotton lint,kharif,90.0,8.0,25.0,100.0,8.33
dry chillies,whole year,6450.0,610.0,34.0,100.0,8.82
garlic,whole year,816.0,77.0,31.0,100.0,28.04
ginger,whole year,1382.0,130.0,18.0,100.0,9.16
horse-gram,rabi,2969.0,281.0,17.0,100.0,2.52
jowar,kharif,7798.0,738.0,26.0,100.0,7.4
mesta,kharif,1052.0,99.0,33.0,100.0,18.23
moong green gram,rabi,6822.0,645.0,18.0,100.0,2.49
safflower,rabi,515.0,48.0,25.0,100.0,2.31
sannhamp,whole year,1672.0,158.0,31.0,100.0,2.94
sugarcane,whole year,3957.0,374.0,35.0,100.0,25.19
sunflower,kharif,2591.0,245.0,16.0,100.0,3.84
tobacco,whole year,39.0,3.0,32.0,100.0,4.62
turmeric,whole year,680.0,64.0,34.0,100.0,8.62
urad,rabi,6210.0,587.0,31.0,100.0,2.26
small millets,rabi,1800.0,170.0,36.0,45.0,2.78
groundnut,kharif,2512.0,237.0,37.0,35.0,7.56
horse-gram,kharif,446.0,42.0,28.0,35.0,2.24
masoor,rabi,6028.0,570.0,32.0,35.0,8.96
peas and beans  pulses,rabi,1113.0,105.0,31.0,35.0,11.68
sannhamp,whole year,516.0,48.0,19.0,35.0,1.94
sesamum,kharif,9432.0,892.0,17.0,35.0,4.13
sunflower,rabi,1872.0,177.0,36.0,35.0,14.96
urad,kharif,3475.0,328.0,24.0,35.0,1.73
arhar/tur,kharif,334.0,31.0,19.0,89.0,1.56
bajra,kharif,102.0,9.0,26.0,89.0,5.59
coriander,whole year,263.0,24.0,35.0,89.0,3.19
cotton lint,kharif,28.0,2.0,21.0,89.0,5.36
dry chillies,whole year,837.0,79.0,23.0,89.0,1.04
garlic,whole year,3180.0,301.0,22.0,89.0,7.48
gram,rabi,1351.0,127.0,33.0,89.0,7.49
groundnut,kharif,194.0,18.0,30.0,89.0,4.54
horse-gram,kharif,2582.0,244.0,28.0,89.0,2.32
linseed,rabi,1610.0,152.0,29.0,89.0,2.26
masoor,kharif,872.0,82.0,34.0,89.0,4.12
moong green gram,kharif,394.0,37.0,22.0,89.0,2.84
peas and beans  pulses,kharif,6285.0,595.0,36.0,89.0,19.18
sesamum,kharif,4482.0,424.0,23.0,89.0,4.22
soyabean,kharif,697.0,65.0,36.0,89.0,16.13
sugarcane,whole year,2926.0,277.0,33.0,89.0,15.89
tobacco,whole year,32.0,3.0,29.0,89.0,11.88
turmeric,whole year,125.0,11.0,37.0,89.0,5.2
bajra,rabi,271.0,25.0,19.0,86.0,7.93
bajra,summer,442.0,41.0,37.0,86.0,8.62
coriander,whole year,7685.0,727.0,19.0,86.0,1.45
garlic,whole year,5344.0,505.0,16.0,86.0,7.45
jowar,summer,9316.0,881.0,23.0,86.0,16.53
mesta,kharif,3119.0,295.0,25.0,86.0,13.41
ragi,summer,6929.0,655.0,19.0,86.0,11.48
rapeseed andmustard,rabi,4270.0,404.0,16.0,86.0,2.66
sannhamp,whole year,404.0,38.0,26.0,86.0,2.48
turmeric,whole year,6596.0,624.0,32.0,86.0,43.36
castor seed,kharif,1591.0,150.0,23.0,80.0,3.43
ginger,kharif,5187.0,491.0,31.0,80.0,10.27
jowar,rabi,3567.0,337.0,38.0,80.0,9.21
ragi,kharif,608.0,57.0,28.0,80.0,2.47
safflower,rabi,280.0,26.0,27.0,80.0,1.68
sannhamp,whole year,5767.0,545.0,34.0,80.0,16.01
sunflower,kharif,2354.0,222.0,36.0,80.0,3.95
tobacco,whole year,173.0,16.0,20.0,80.0,4.34
maize,summer,8300.0,785.0,34.0,96.0,16.27
rapeseed andmustard,rabi,8100.0,766.0,22.0,96.0,2.8
sesamum,rabi,4300.0,407.0,31.0,96.0,1.84
small millets,rabi,9300.0,880.0,40.0,96.0,3.23
sunflower,summer,4600.0,435.0,15.0,96.0,7.39
arhar/tur,kharif,810.0,76.0,31.0,435.0,7.8
cashewnut,whole year,6649.0,629.0,31.0,435.0,10.12
castor seed,kharif,23.0,2.0,40.0,435.0,5.22
cotton lint,kharif,7310.0,692.0,29.0,435.0,10.71
dry chillies,whole year,1839.0,174.0,34.0,435.0,6.25
ginger,kharif,8896.0,842.0,23.0,435.0,52.53
gram,rabi,487.0,46.0,21.0,435.0,6.14
mesta,kharif,4513.0,427.0,39.0,435.0,45.64
rapeseed andmustard,rabi,7202.0,681.0,16.0,435.0,6.48
sesamum,kharif,1629.0,154.0,23.0,435.0,5.27
small millets,kharif,2762.0,261.0,24.0,435.0,8.37
soyabean,kharif,999.0,94.0,33.0,435.0,9.6
sugarcane,whole year,80.0,7.0,27.0,435.0,27.38
sweet potato,whole year,4953.0,468.0,27.0,435.0,33.14
tapioca,whole year,3958.0,374.0,26.0,435.0,52.93
tobacco,whole year,719.0,68.0,24.0,435.0,6.54
wheat,rabi,2714.0,256.0,25.0,435.0,17.48
arhar/tur,kharif,101.0,9.0,25.0,262.0,7.43
arhar/tur,rabi,336.0,31.0,22.0,262.0,5.06
cotton lint,kharif,388.0,36.0,23.0,262.0,26.55
maize,kharif,6889.0,652.0,27.0,262.0,20.06
maize,rabi,600.0,56.0,37.0,262.0,17.65
masoor,kharif,26.0,2.0,31.0,262.0,10.77
masoor,rabi,56.0,5.0,17.0,262.0,11.61
moong green gram,kharif,13.0,1.0,27.0,262.0,6.92
moong green gram,rabi,37.0,3.0,20.0,262.0,10.27
potato,whole year,369.0,34.0,34.0,262.0,19.67
rapeseed andmustard,rabi,2043.0,193.0,23.0,262.0,7.2
sesamum,kharif,2945.0,278.0,22.0,262.0,6.13
soyabean,kharif,1950.0,184.0,23.0,262.0,9.47
tobacco,whole year,300.0,28.0,20.0,262.0,8.4
urad,rabi,33.0,3.0,23.0,262.0,6.06
arhar/tur,kharif,31.0,2.0,35.0,153.0,5.48
bajra,kharif,2000.0,189.0,35.0,153.0,20.0
barley,rabi,5000.0,473.0,34.0,153.0,19.0
cotton lint,kharif,1000.0,94.0,23.0,153.0,50.0
gram,rabi,1000.0,94.0,17.0,153.0,7.5
groundnut,kharif,2000.0,189.0,22.0,153.0,12.5
jowar,kharif,2000.0,189.0,39.0,153.0,20.0
jute,kharif,1500.0,142.0,38.0,153.0,36.67
linseed,rabi,8000.0,757.0,16.0,153.0,10.62
moong green gram,kharif,2000.0,189.0,22.0,153.0,10.0
peas and beans  pulses,kharif,1100.0,104.0,21.0,153.0,11.36
peas and beans  pulses,rabi,6800.0,643.0,19.0,153.0,7.74
sesamum,kharif,5000.0,473.0,16.0,153.0,9.0
sunflower,kharif,2000.0,189.0,25.0,153.0,20.0
sunflower,rabi,1000.0,94.0,23.0,153.0,15.0
wheat,rabi,7650.0,724.0,22.0,153.0,20.68
arhar/tur,rabi,70.0,6.0,27.0,110.0,7.14
bajra,kharif,3760.0,355.0,30.0,110.0,4.84
castor seed,kharif,7830.0,741.0,30.0,110.0,4.61
castor seed,rabi,6400.0,605.0,24.0,110.0,4.3
masoor,rabi,3810.0,360.0,37.0,110.0,3.67
safflower,rabi,1250.0,118.0,37.0,110.0,4.0
sunflower,kharif,50.0,4.0,37.0,110.0,6.0
sunflower,rabi,3860.0,365.0,26.0,110.0,6.76
tobacco,whole year,4090.0,387.0,20.0,110.0,6.36
wheat,rabi,4627.0,438.0,40.0,110.0,12.46
arhar/tur,kharif,7800.0,738.0,35.0,30.0,8.59
bajra,kharif,7000.0,662.0,36.0,30.0,8.57
gram,rabi,7000.0,662.0,20.0,30.0,9.57
groundnut,kharif,5300.0,501.0,21.0,30.0,7.17
masoor,rabi,4000.0,378.0,28.0,30.0,6.75
moth,kharif,300.0,28.0,20.0,30.0,6.67
urad,kharif,3900.0,369.0,19.0,30.0,4.87
arhar/tur,kharif,1793.0,169.0,32.0,161.0,4.8
gram,rabi,954.0,90.0,27.0,161.0,6.05
groundnut,kharif,1179.0,111.0,26.0,161.0,7.8
horse-gram,kharif,7589.0,718.0,21.0,161.0,4.61
maize,rabi,82.0,7.0,25.0,161.0,15.49
moong green gram,kharif,76.0,7.0,32.0,161.0,2.89
moong green gram,rabi,48.0,4.0,27.0,161.0,2.5
onion,whole year,1920.0,181.0,30.0,161.0,46.04
peas and beans  pulses,rabi,3550.0,336.0,30.0,161.0,7.43
rice,rabi,4090.0,387.0,34.0,161.0,28.48
sannhamp,whole year,4007.0,379.0,32.0,161.0,3.15
sesamum,kharif,2152.0,203.0,32.0,161.0,1.25
sunflower,kharif,238.0,22.0,19.0,161.0,7.65
tobacco,whole year,738.0,69.0,26.0,161.0,38.73
turmeric,whole year,142.0,13.0,17.0,161.0,20.77
urad,rabi,801.0,75.0,25.0,161.0,4.49
masoor,rabi,3053.66,289.0,39.0,104.0,7.8
rapeseed andmustard,rabi,4704.34,445.0,20.0,104.0,7.66
bajra,kharif,1568.0,155.0,17.0,135.0,10.45
castor seed,kharif,155.0,15.0,21.0,135.0,9.94
coriander,whole year,2169.0,214.0,35.0,135.0,6.92
dry chillies,whole year,3233.0,320.0,29.0,135.0,6.8
garlic,whole year,2797.0,276.0,23.0,135.0,12.89
ginger,kharif,350.0,34.0,25.0,135.0,15.4
groundnut,kharif,468.0,46.0,18.0,135.0,4.94
jowar,kharif,1513.0,149.0,32.0,135.0,10.09
moong green gram,kharif,8398.0,831.0,17.0,135.0,5.04
safflower,rabi,200.0,19.0,16.0,135.0,8.1
sannhamp,whole year,3441.0,340.0,32.0,135.0,7.17
sesamum,kharif,3795.0,375.0,20.0,135.0,7.48
small millets,kharif,7010.0,693.0,19.0,135.0,7.6
turmeric,whole year,2789.0,276.0,24.0,135.0,9.89
bajra,kharif,47.0,4.0,18.0,164.0,4.04
barley,rabi,4354.0,430.0,26.0,164.0,9.96
castor seed,kharif,84.0,8.0,15.0,164.0,3.21
coriander,whole year,3958.0,391.0,25.0,164.0,2.93
cotton lint,kharif,92.0,9.0,19.0,164.0,19.78
dry chillies,whole year,6486.0,641.0,22.0,164.0,6.55
garlic,whole year,910.0,90.0,21.0,164.0,28.31
ginger,whole year,1291.0,127.0,25.0,164.0,10.48
horse-gram,rabi,3149.0,311.0,22.0,164.0,2.89
jowar,kharif,7595.0,751.0,36.0,164.0,10.01
mesta,kharif,1219.0,120.0,38.0,164.0,19.95
moong green gram,rabi,8197.0,811.0,35.0,164.0,2.54
safflower,rabi,880.0,87.0,19.0,164.0,2.43
sannhamp,whole year,1702.0,168.0,30.0,164.0,3.39
sugarcane,whole year,5148.0,509.0,19.0,164.0,25.82
sunflower,kharif,6092.0,602.0,39.0,164.0,3.41
tobacco,whole year,41.0,4.0,31.0,164.0,5.61
turmeric,whole year,678.0,67.0,34.0,164.0,9.09
urad,rabi,5621.0,556.0,20.0,164.0,2.56
arhar/tur,kharif,134.0,13.0,17.0,96.0,14.1
bajra,kharif,2334.0,231.0,40.0,96.0,16.12
barley,kharif,86.0,8.0,37.0,96.0,29.65
gram,rabi,42.0,4.0,31.0,96.0,15.24
jowar,kharif,8686.0,859.0,33.0,96.0,12.35
maize,kharif,93.0,9.0,28.0,96.0,19.78
potato,whole year,62.0,6.0,30.0,96.0,49.35
rice,kharif,6549.0,648.0,40.0,96.0,27.35
dry chillies,whole year,9100.0,900.0,26.0,90.0,9.23
small millets,kharif,6800.0,673.0,18.0,90.0,3.09
dry chillies,whole year,1342.0,132.0,20.0,59.0,10.43
groundnut,kharif,1538.0,152.0,34.0,59.0,7.15
horse-gram,kharif,4336.0,429.0,16.0,59.0,1.61
masoor,rabi,6264.0,620.0,31.0,59.0,8.14
peas and beans  pulses,rabi,994.0,98.0,36.0,59.0,11.07
sannhamp,whole year,462.0,45.0,27.0,59.0,2.16
sesamum,kharif,3569.0,353.0,25.0,59.0,2.8
sunflower,rabi,5785.0,572.0,38.0,59.0,16.77
urad,kharif,2419.0,239.0,22.0,59.0,1.65
barley,rabi,4519.82,447.0,22.0,125.0,8.83
masoor,rabi,6993.61,692.0,36.0,125.0,12.41
rapeseed andmustard,rabi,6119.0,605.0,29.0,125.0,7.93
sugarcane,whole year,338.45,33.0,36.0,125.0,28.54
castor seed,kharif,1523.0,150.0,34.0,116.0,3.76
ginger,kharif,5067.0,501.0,17.0,116.0,12.4
horse-gram,rabi,152.0,15.0,34.0,116.0,2.83
jowar,rabi,3431.0,339.0,39.0,116.0,12.19
masoor,rabi,17.0,1.0,37.0,116.0,4.71
mesta,kharif,4700.0,465.0,24.0,116.0,22.55
moong green gram,kharif,709.0,70.0,16.0,116.0,2.43
moong green gram,rabi,13.0,1.0,27.0,116.0,2.31
ragi,kharif,514.0,50.0,19.0,116.0,2.65
safflower,rabi,632.0,62.0,15.0,116.0,2.72
sannhamp,whole year,5584.0,552.0,23.0,116.0,19.93
sunflower,kharif,1984.0,196.0,16.0,116.0,5.35
turmeric,whole year,655.0,64.0,31.0,116.0,10.41
urad,rabi,5693.0,563.0,20.0,116.0,4.09
sesamum,rabi,3600.0,356.0,15.0,103.0,2.22
sunflower,summer,4000.0,395.0,34.0,103.0,8.0
arhar/tur,kharif,40.0,3.0,15.0,68.0,5.0
cashewnut,whole year,325.0,32.0,35.0,68.0,4.0
ginger,kharif,1450.0,143.0,26.0,68.0,16.48
maize,kharif,2340.0,231.0,32.0,68.0,32.18
onion,whole year,970.0,96.0,26.0,68.0,21.24
peas and beans  pulses,kharif,3980.0,393.0,35.0,68.0,5.1
rapeseed andmustard,rabi,20.0,1.0,38.0,68.0,5.0
sesamum,kharif,810.0,80.0,22.0,68.0,4.94
soyabean,kharif,320.0,31.0,15.0,68.0,9.06
turmeric,whole year,550.0,54.0,32.0,68.0,6.91
arhar/tur,kharif,61.0,6.0,22.0,249.0,10.98
arhar/tur,rabi,211.0,20.0,22.0,249.0,5.21
cotton lint,kharif,343.0,33.0,23.0,249.0,38.95
gram,kharif,23.0,2.0,26.0,249.0,10.87
gram,rabi,23.0,2.0,25.0,249.0,7.83
maize,rabi,716.0,70.0,17.0,249.0,17.84
masoor,rabi,11.0,1.0,32.0,249.0,7.27
moong green gram,kharif,24.0,2.0,39.0,249.0,12.5
moong green gram,rabi,44.0,4.0,39.0,249.0,10.45
peas and beans  pulses,kharif,165.0,16.0,37.0,249.0,10.42
peas and beans  pulses,rabi,346.0,34.0,20.0,249.0,10.87
potato,whole year,363.0,35.0,17.0,249.0,24.6
sesamum,kharif,3285.0,325.0,27.0,249.0,6.15
soyabean,kharif,1978.0,195.0,20.0,249.0,9.92
tapioca,whole year,139.0,13.0,24.0,249.0,49.64
tobacco,whole year,460.0,45.0,37.0,249.0,8.78
arhar/tur,kharif,7500.0,742.0,16.0,170.0,9.33
bajra,kharif,3000.0,296.0,29.0,170.0,16.67
barley,rabi,6000.0,593.0,30.0,170.0,16.67
cotton lint,kharif,2000.0,197.0,17.0,170.0,0.75
gram,rabi,1500.0,148.0,15.0,170.0,13.33
groundnut,kharif,2000.0,197.0,20.0,170.0,15.0
jowar,kharif,3000.0,296.0,26.0,170.0,16.67
linseed,rabi,8000.0,791.0,40.0,170.0,8.0
maize,rabi,140.0,13.0,20.0,170.0,18.57
masoor,rabi,2500.0,247.0,36.0,170.0,4.28
moong green gram,kharif,2000.0,197.0,19.0,170.0,15.0
peas and beans  pulses,kharif,1370.0,135.0,19.0,170.0,14.6
peas and beans  pulses,rabi,6840.0,677.0,20.0,170.0,7.21
rice,rabi,1000.0,98.0,25.0,170.0,20.0
sesamum,kharif,5000.0,494.0,36.0,170.0,10.0
small millets,kharif,7830.0,775.0,25.0,170.0,10.22
sunflower,kharif,2500.0,247.0,29.0,170.0,20.0
sunflower,rabi,1000.0,98.0,26.0,170.0,10.0
bajra,kharif,3270.0,323.0,24.0,164.0,5.26
castor seed,rabi,6830.0,676.0,38.0,164.0,4.47
masoor,rabi,5860.0,580.0,30.0,164.0,4.15
safflower,rabi,1620.0,160.0,17.0,164.0,4.38
sunflower,kharif,820.0,81.0,27.0,164.0,5.73
sunflower,rabi,5230.0,517.0,35.0,164.0,7.5
tobacco,whole year,5310.0,525.0,35.0,164.0,6.57
wheat,rabi,5129.0,507.0,22.0,164.0,14.66
bajra,kharif,8000.0,791.0,35.0,45.0,10.0
gram,rabi,6000.0,593.0,27.0,45.0,9.0
groundnut,kharif,4400.0,435.0,37.0,45.0,9.09
masoor,rabi,3600.0,356.0,38.0,45.0,6.39
moth,kharif,600.0,59.0,37.0,45.0,6.67
urad,kharif,5200.0,514.0,25.0,45.0,4.23
maize,rabi,4172.0,412.0,30.0,107.0,13.67
moth,kharif,379.0,37.0,29.0,107.0,3.85
ragi,rabi,221.0,21.0,22.0,107.0,14.62
rice,summer,7839.0,775.0,35.0,107.0,22.98
sannhamp,whole year,3876.0,383.0,22.0,107.0,3.01
soyabean,kharif,4954.0,490.0,39.0,107.0,10.73
turmeric,whole year,887.0,87.0,34.0,107.0,18.08
arhar/tur,kharif,1962.0,194.0,30.0,173.0,7.41
gram,rabi,766.0,75.0,27.0,173.0,7.85
groundnut,kharif,1273.0,126.0,27.0,173.0,9.95
horse-gram,kharif,8171.0,808.0,25.0,173.0,7.42
linseed,rabi,11.0,1.0,39.0,173.0,3.64
maize,summer,137.0,13.0,37.0,173.0,16.35
moong green gram,kharif,13.0,1.0,26.0,173.0,3.85
moong green gram,summer,39.0,3.0,34.0,173.0,3.08
peas and beans  pulses,rabi,4451.0,440.0,28.0,173.0,7.61
rice,summer,5655.0,559.0,23.0,173.0,37.36
sesamum,kharif,1857.0,183.0,22.0,173.0,1.58
sunflower,kharif,262.0,25.0,20.0,173.0,11.49
tobacco,whole year,23.0,2.0,23.0,173.0,33.91
urad,summer,645.0,63.0,34.0,173.0,3.61
arhar/tur,rabi,8452.0,915.0,40.0,78.0,4.49
gram,kharif,111.0,12.0,22.0,78.0,8.83
linseed,rabi,4181.0,452.0,17.0,78.0,1.12
ragi,rabi,7924.0,858.0,35.0,78.0,18.02
rapeseed andmustard,rabi,3623.0,392.0,32.0,78.0,2.5
small millets,rabi,515.0,55.0,27.0,78.0,4.99
wheat,rabi,9174.0,993.0,22.0,78.0,5.02
arhar/tur,kharif,6733.0,729.0,35.0,253.0,7.06
castor seed,kharif,1349.0,146.0,18.0,253.0,4.24
cotton lint,kharif,1389.0,150.0,19.0,253.0,4.77
gram,rabi,2141.0,231.0,27.0,253.0,5.06
linseed,rabi,9262.0,1003.0,36.0,253.0,5.23
mesta,kharif,5095.0,551.0,28.0,253.0,49.96
moong green gram,rabi,7293.0,790.0,37.0,253.0,4.7
niger seed,kharif,8730.0,945.0,32.0,253.0,5.14
onion,whole year,7122.0,771.0,32.0,253.0,23.57
small millets,kharif,7982.0,864.0,23.0,253.0,5.19
sweet potato,whole year,8026.0,869.0,26.0,253.0,34.92
tobacco,whole year,678.0,73.0,34.0,253.0,5.38
bajra,kharif,1200.0,130.0,20.0,114.0,10.81
castor seed,kharif,173.0,18.0,20.0,114.0,9.42
coriander,whole year,2078.0,225.0,38.0,114.0,6.55
dry chillies,whole year,3126.0,338.0,16.0,114.0,7.18
garlic,whole year,2479.0,268.0,31.0,114.0,15.07
ginger,kharif,365.0,39.0,17.0,114.0,15.21
ginger,whole year,394.0,42.0,15.0,114.0,15.13
groundnut,kharif,539.0,58.0,30.0,114.0,4.94
jowar,kharif,3755.0,406.0,35.0,114.0,10.14
moong green gram,kharif,7323.0,793.0,21.0,114.0,4.94
safflower,rabi,215.0,23.0,35.0,114.0,8.05
sannhamp,whole year,4388.0,475.0,38.0,114.0,8.05
sesamum,kharif,3516.0,380.0,19.0,114.0,7.73
small millets,kharif,6310.0,683.0,31.0,114.0,7.75
turmeric,whole year,2823.0,305.0,32.0,114.0,9.88
bajra,kharif,49.0,5.0,31.0,112.0,3.47
barley,rabi,3959.0,428.0,30.0,112.0,8.94
castor seed,kharif,137.0,14.0,28.0,112.0,3.65
coriander,whole year,4087.0,442.0,36.0,112.0,2.47
cotton lint,kharif,468.0,50.0,26.0,112.0,16.3
dry chillies,whole year,6511.0,705.0,21.0,112.0,5.53
garlic,whole year,860.0,93.0,18.0,112.0,26.85
ginger,whole year,1330.0,144.0,20.0,112.0,9.91
jowar,kharif,8388.0,908.0,33.0,112.0,5.84
mesta,kharif,1360.0,147.0,35.0,112.0,18.06
moong green gram,rabi,6428.0,696.0,26.0,112.0,2.08
safflower,rabi,964.0,104.0,38.0,112.0,2.14
sannhamp,whole year,1673.0,181.0,16.0,112.0,3.16
sugarcane,whole year,6770.0,733.0,27.0,112.0,24.3
sunflower,kharif,5607.0,607.0,36.0,112.0,3.54
tobacco,whole year,33.0,3.0,25.0,112.0,5.15
turmeric,whole year,738.0,79.0,25.0,112.0,8.7
urad,rabi,5667.0,613.0,19.0,112.0,2.06
arhar/tur,kharif,119.0,12.0,25.0,65.0,14.29
bajra,kharif,1708.0,185.0,21.0,65.0,18.25
barley,kharif,71.0,7.0,20.0,65.0,26.9
gram,rabi,57.0,6.0,26.0,65.0,13.16
jowar,kharif,9208.0,997.0,26.0,65.0,6.9
maize,kharif,82.0,8.0,22.0,65.0,15.24
rice,kharif,8431.0,913.0,39.0,65.0,33.47
dry chillies,whole year,6400.0,693.0,29.0,71.0,8.91
groundnut,kharif,2071.0,224.0,17.0,48.0,7.24
horse-gram,kharif,515.0,55.0,33.0,48.0,1.94
masoor,rabi,5911.0,640.0,40.0,48.0,7.95
peas and beans  pulses,rabi,716.0,77.0,22.0,48.0,11.17
sannhamp,whole year,465.0,50.0,26.0,48.0,2.15
sesamum,kharif,3686.0,399.0,35.0,48.0,3.26
sunflower,rabi,5334.0,577.0,28.0,48.0,17.25
urad,kharif,2155.0,233.0,26.0,48.0,3.25
castor seed,kharif,1773.0,192.0,16.0,89.0,3.78
ginger,kharif,5216.0,565.0,26.0,89.0,11.35
horse-gram,rabi,160.0,17.0,29.0,89.0,2.81
jowar,rabi,4115.0,445.0,34.0,89.0,9.61
ragi,kharif,403.0,43.0,17.0,89.0,2.78
safflower,rabi,1205.0,130.0,18.0,89.0,2.72
sunflower,kharif,1897.0,205.0,31.0,89.0,4.97
turmeric,whole year,662.0,71.0,35.0,89.0,9.56
urad,rabi,5292.0,573.0,17.0,89.0,4.12
rapeseed andmustard,rabi,8600.0,931.0,34.0,105.0,2.91
sesamum,rabi,3800.0,411.0,16.0,105.0,2.37
small millets,rabi,9300.0,1007.0,30.0,105.0,3.33
sunflower,summer,6900.0,747.0,19.0,105.0,7.54
arhar/tur,kharif,6400.0,693.0,35.0,171.0,9.38
bajra,kharif,2680.0,290.0,26.0,171.0,14.93
barley,rabi,4400.0,476.0,34.0,171.0,15.91
cotton lint,kharif,1500.0,162.0,31.0,171.0,1.0
gram,rabi,1360.0,147.0,40.0,171.0,7.35
groundnut,kharif,5540.0,600.0,16.0,171.0,12.6
jowar,kharif,2500.0,270.0,21.0,171.0,16.0
linseed,rabi,7300.0,790.0,38.0,171.0,7.73
maize,rabi,1000.0,108.0,22.0,171.0,18.0
masoor,rabi,2530.0,274.0,32.0,171.0,4.35
moong green gram,kharif,1300.0,140.0,40.0,171.0,6.46
niger seed,kharif,800.0,86.0,32.0,171.0,11.0
